tool_id	name	description	panel_section_id	panel_section_name
toolshed.g2.bx.psu.edu/repos/iuc/tooldistillator_summarize/tooldistillator_summarize/1.0.4+galaxy0	ToolDistillator Summarize	Aggregate several JSON reports from ToolDistillator	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/bgruening/uniprot_rest_interface/uniprot/0.7	UniProt	ID mapping and retrieval	convert_formats	Convert Formats
wiggle2simple1	Wiggle-to-Interval	converter	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/ecology/ab1_fastq_converter/ab1_fastq_converter/1.20.0	ab1 to FASTQ converter		convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/ucsc_axtchain/ucsc_axtchain/482+galaxy1	axtChain	Chain together axt alignments	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/bax2bam/bax2bam/0.0.11+galaxy0	bax2bam	converts PacBio basecall format (bax.h5) into BAM	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/galaxyp/bed_to_protein_map/bed_to_protein_map/0.2.0	bed to protein map	genomic location of proteins for MVP	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/bgruening/bigwig_to_bedgraph/bigwig_to_bedgraph/0.1.0	bigWigToBedGraph	Convert from bigWig to bedGraph format	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/ucsc_chainantirepeat/ucsc_chainantirepeat/482+galaxy0	chainAntiRepeat	Remove repeated chains	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/ucsc_chainnet/ucsc_chainnet/482+galaxy0	chainNet	make alignment nets out of alignment chains	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.4+galaxy0	gffread	Filters and/or converts GFF3/GTF2 records	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/bgruening/hictk/hictk/2.0.2+galaxy0	hictk	convert cool to juicebox hic	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/galaxyp/idconvert/idconvert/3.0.0	idconvert	Convert mass spectrometry identification files	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/galaxyp/msconvert/idconvert/3.0.0	idconvert	Convert mass spectrometry identification files	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/galaxyp/idpquery/idpquery/3.0.21142.0	idpQuery	Creates text reports from idpDB files.	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/ucsc_maftoaxt/maftoaxt/482+galaxy0	mafToAxt	Convert file from MAF to axt format	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/galaxyp/msconvert/msconvert/3.0.20287.6	msconvert	Convert and/or filter mass spectrometry files	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/galaxyp/msconvert/msconvert_subset/0.3.0	msconvert Subset Peak List	against list of scan numbers or indices.	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/galaxyp/msms_extractor/msms_extractor/1.0.0	msms_extractor	Extract MS/MS scans from the mzML file(s) based on PSM report	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/galaxyp/mz_to_sqlite/mz_to_sqlite/2.1.1+galaxy0	mz to sqlite	Extract mzIdentML and associated proteomics datasets into a SQLite DB	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/ucsc_netfilter/ucsc_netfilter/482+galaxy0	netFilter	Filter out parts of net	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/ucsc_nettoaxt/ucsc_nettoaxt/482+galaxy0	netToAxt	Convert net (and chain) to axt format	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/samtools_bam_to_cram/samtools_bam_to_cram/1.22+galaxy1	samtools BAM to CRAM	convert BAM alignments to CRAM format	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/ucsc_twobittofa/ucsc-twobittofa/482	twoBitToFa	Convert all or part of .2bit file to FASTA	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/ucsc_wigtobigwig/ucsc_wigtobigwig/447+galaxy0	wigtobigwig	bedGraph or Wig to bigWig converter	convert	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/ucsc_wigtobigwig/ucsc_wigtobigwig/482+galaxy0	wigtobigwig	bedGraph or Wig to bigWig converter	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/ecology/xmlstarlet/xmlstarlet/1.6.1	xmlstarlet	convert a metadata XML file in one standard to another	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/obi_illumina_pairend/obi_illumina_pairend/1.2.13+galaxy1	Illuminapairedend	Construct consensus reads from Illumina pair-end reads	dna_metabarcoding	DNA Metabarcoding
toolshed.g2.bx.psu.edu/repos/iuc/obi_ngsfilter/obi_ngsfilter/1.2.13	NGSfilter	Assigns sequence records to the corresponding experiment/sample based on DNA tags and primers	dna_metabarcoding	DNA Metabarcoding
toolshed.g2.bx.psu.edu/repos/iuc/obi_annotate/obi_annotate/1.2.13	obiannotate	Adds/Edits sequence record annotations	dna_metabarcoding	DNA Metabarcoding
toolshed.g2.bx.psu.edu/repos/iuc/obi_clean/obi_clean/1.2.13	obiclean	tags a set of sequences for PCR/sequencing errors identification	dna_metabarcoding	DNA Metabarcoding
toolshed.g2.bx.psu.edu/repos/iuc/obi_convert/obi_convert/1.2.13	obiconvert	converts sequence files to different output formats	dna_metabarcoding	DNA Metabarcoding
toolshed.g2.bx.psu.edu/repos/iuc/obi_grep/obi_grep/1.2.13	obigrep	Filters sequence file	dna_metabarcoding	DNA Metabarcoding
toolshed.g2.bx.psu.edu/repos/iuc/obi_sort/obi_sort/1.2.13	obisort	sorts sequence records according to the value of a given attribute	dna_metabarcoding	DNA Metabarcoding
toolshed.g2.bx.psu.edu/repos/iuc/obi_stat/obi_stat/1.2.13	obistat	computes basic statistics for attribute values	dna_metabarcoding	DNA Metabarcoding
toolshed.g2.bx.psu.edu/repos/iuc/obi_tab/obi_tab/1.2.13	obitab	converts sequence file to a tabular file	dna_metabarcoding	DNA Metabarcoding
toolshed.g2.bx.psu.edu/repos/iuc/obi_uniq/obi_uniq/1.2.13	obiuniq		dna_metabarcoding	DNA Metabarcoding
toolshed.g2.bx.psu.edu/repos/ufz/checkv_end_to_end/checkv_end_to_end/1.0.3+galaxy0	CheckV end to end		data_managers	Data Managers
toolshed.g2.bx.psu.edu/repos/ecology/eml2eal/eml2eal/0.1.0+galaxy0	EML to EAL	Create EAL templates from EML metadata	data_and_metadata_management	Data and Metadata Management
toolshed.g2.bx.psu.edu/repos/ecology/eml_validate/eml_validate/0.1.0	Eml validate:	check if your EML file is valid	data_and_metadata_management	Data and Metadata Management
toolshed.g2.bx.psu.edu/repos/ecology/makeeml/makeeml/0.1.1+galaxy1	Make EML	Create EML from EAL templates	data_and_metadata_management	Data and Metadata Management
toolshed.g2.bx.psu.edu/repos/ecology/annotations_template/annotations_template/0.1.0+galaxy0	Make annotations template	from scratch or from EML metadata file	data_and_metadata_management	Data and Metadata Management
toolshed.g2.bx.psu.edu/repos/ecology/data_paper_from_eml/data_paper_from_EML/0.1.0+galaxy0	Make data paper sketches	from EML	data_and_metadata_management	Data and Metadata Management
toolshed.g2.bx.psu.edu/repos/ecology/entities_template/entities_template/0.1.1+galaxy0	Make entities templates for raster, vector and other entities files	for EML metadata creation	data_and_metadata_management	Data and Metadata Management
toolshed.g2.bx.psu.edu/repos/ecology/geo_cov_template/geo_cov_template/0.1.0+galaxy0	Make geographic coverage template	for EML metadata creation	data_and_metadata_management	Data and Metadata Management
toolshed.g2.bx.psu.edu/repos/ecology/taxo_cov_template/taxo_cov_template/0.1.1+galaxy0	Make taxonomic coverage template	for EML metadata creation	data_and_metadata_management	Data and Metadata Management
toolshed.g2.bx.psu.edu/repos/ecology/eal_templates/eal_templates/0.1.1+galaxy0	Make templates	for core features of a data package for EML metadata creation	data_and_metadata_management	Data and Metadata Management
toolshed.g2.bx.psu.edu/repos/ecology/eal_table_template/eal_table_template/0.1.1+galaxy0	Make templates for data tables	attributes and categorical variables for EML metadata creation	data_and_metadata_management	Data and Metadata Management
toolshed.g2.bx.psu.edu/repos/ecology/raster_template/raster_template/0.1.1+galaxy0	Make templates for raster files	attributes for EML metadata creation	data_and_metadata_management	Data and Metadata Management
toolshed.g2.bx.psu.edu/repos/ecology/vector_template/vector_template/0.1.0+galaxy0	Make templates for vector files	attributes for EML metadata creation	data_and_metadata_management	Data and Metadata Management
toolshed.g2.bx.psu.edu/repos/ksuderman/stanford_corenlp/stanford_corenlp/4.5.10+galaxy0	Stanford CoreNLP Annotators (Multi-language)		digital_humanities	Digital Humanities
toolshed.g2.bx.psu.edu/repos/ksuderman/spacy_nlp/spacy_nlp/3.7.0+galaxy0	spaCy NLP Annotators		digital_humanities	Digital Humanities
toolshed.g2.bx.psu.edu/repos/iuc/emboss_needle/emboss_needle/6.6.0+galaxy0	EMBOSS: needle	Needleman-Wunsch global alignment	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/iuc/emboss_needleall/emboss_needleall/6.6.0+galaxy0	EMBOSS: needleall	Many-to-many Needleman-Wunsch global alignment	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: antigenic1/5.0.0.1	antigenic	Predicts potentially antigenic regions of a protein sequence, using the method of Kolaskar and Tongaonkar.	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: backtranseq2/6.6.0	backtranseq	Back translate a protein sequence	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: banana3/5.0.0	banana	Bending and curvature plot in B-DNA	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: biosed4/5.0.0	biosed	Replace or delete sequence sections	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: btwisted5/5.0.0	btwisted	Calculates the twisting in a B-DNA sequence	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cai6/5.0.0	cai	CAI codon adaptation index	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cai_custom6/5.0.0	cai custom	CAI codon adaptation index using custom codon usage file	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chaos7/5.0.0	chaos	Create a chaos game representation plot for a sequence	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: charge8/5.0.0.1	charge	Protein charge plot	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: checktrans9/5.0.0.1	checktrans	Reports STOP codons and ORF statistics of a protein	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0	chips	Codon usage statistics	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cirdna11/5.0.0	cirdna	Draws circular maps of DNA constructs	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: codcmp12/5.0.0	codcmp	Codon usage table comparison	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: coderet13/5.0.0	coderet	Extract CDS, mRNA and translations from feature tables	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0.1	compseq	Count composition of dimer/trimer/etc words in a sequence	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgplot15/5.0.0	cpgplot	Plot CpG rich areas	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cpgreport16/5.0.0.1	cpgreport	Reports all CpG rich regions	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cusp17/5.0.0	cusp	Create a codon usage table	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cutseq18/5.0.0.1	cutseq	Removes a specified section from a sequence	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dan19/5.0.0.1	dan	Calculates DNA RNA/DNA melting temperature	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: degapseq20/5.0.0	degapseq	Removes gap characters from sequences	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: descseq21/5.0.0	descseq	Alter the name or description of a sequence	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0.1	diffseq	Find differences between nearly identical sequences	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0	digest	Protein proteolytic enzyme or reagent cleavage digest	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0.1	dotmatcher	Displays a thresholded dotplot of two sequences	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotpath25/5.0.0.1	dotpath	Non-overlapping wordmatch dotplot of two sequences	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0.1	dottup	Displays a wordmatch dotplot of two sequences	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dreg27/5.0.0+galaxy1	dreg	Regular expression search of a nucleotide sequence	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: einverted28/5.0.0.1	einverted	Finds DNA inverted repeats	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: epestfind29/5.0.0.1	epestfind	Finds PEST motifs as potential proteolytic cleavage sites	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0.1	equicktandem	Finds tandem repeats	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0.1	est2genome	Align EST and genomic DNA sequences	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: etandem33/5.0.0.1	etandem	Looks for tandem repeats in a nucleotide sequence	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: extractfeat34/5.0.0.1	extractfeat	Extract features from a sequence	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: extractseq35/5.0.0	extractseq	Extract regions from a sequence	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: freak36/5.0.0.1	freak	Residue/base frequency table or plot	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: fuzznuc37/5.0.3	fuzznuc	Nucleic acid pattern search	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: fuzzpro38/5.0.0.1	fuzzpro	Protein pattern search	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: fuzztran39/5.0.0.1	fuzztran	Protein pattern search after translation	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: garnier40/5.0.0	garnier	Predicts protein secondary structure	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: geecee41/5.0.0	geecee	Calculates fractional GC content of nucleic acid sequences	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: getorf42/5.0.0.1	getorf	Finds and extracts open reading frames (ORFs)	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0.1	helixturnhelix	Report nucleic acid binding motifs	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: hmoment44/5.0.0.1	hmoment	Hydrophobic moment calculation	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: iep45/5.0.0.1	iep	Calculates the isoelectric point of a protein	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0	infoseq	Displays some simple information about sequences	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: isochore47/5.0.0.1	isochore	Plots isochores in large DNA sequences	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: lindna48/5.0.0.1	lindna	Draws linear maps of DNA constructs	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: marscan49/5.0.0	marscan	Finds MAR/SAR sites in nucleic sequences	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: maskfeat50/5.0.0	maskfeat	Mask off features of a sequence	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: maskseq51/5.0.0	maskseq	Mask off regions of a sequence	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: matcher52/5.0.0.1	matcher	Finds the best local alignments between two sequences	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: megamerger53/5.0.0.1	megamerger	Merge two large overlapping nucleic acid sequences	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0.1	merger	Merge two overlapping nucleic acid sequences	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: msbar55/5.0.0.1	msbar	Mutate sequence beyond all recognition	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: needle56/5.0.0.1	needle	Needleman-Wunsch global alignment	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0.1	newcpgreport	Report CpG rich areas	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgseek58/5.0.0.1	newcpgseek	Reports CpG rich region	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newseq59/5.0.0	newseq	Type in a short new sequence	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: noreturn60/5.0.0	noreturn	Removes carriage return from ASCII files	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: notseq61/5.0.0	notseq	Exclude a set of sequences and write out the remaining ones	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: nthseq62/5.0.0.1	nthseq	Writes one sequence from a multiple set of sequences	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: octanol63/5.0.0.1	octanol	Displays protein hydropathy	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: oddcomp64/5.0.0.1	oddcomp	Find protein sequence regions with a biased composition	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: palindrome65/5.0.0.1	palindrome	Looks for inverted repeats in a nucleotide sequence	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pasteseq66/5.0.0.1	pasteseq	Insert one sequence into another	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: patmatdb67/5.0.0	patmatdb	Search a protein sequence with a motif	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepcoil68/5.0.0.1	pepcoil	Predicts coiled coil regions	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepinfo69/5.0.0.1	pepinfo	Plots simple amino acid properties in parallel	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepnet70/5.0.0	pepnet	Displays proteins as a helical net	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepstats71/5.0.0	pepstats	Protein statistics	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwheel72/5.0.0.1	pepwheel	Shows protein sequences as helices	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0.1	pepwindow	Displays protein hydropathy	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0.1	pepwindowall	Displays protein hydropathy of a set of sequences	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: plotcon75/5.0.0.1	plotcon	Plot quality of conservation of a sequence alignment	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: plotorf76/5.0.0	plotorf	Plot potential open reading frames	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0.1	polydot	Displays all-against-all dotplots of a set of sequences	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: preg78/5.0.0+galaxy1	preg	Regular expression search of a protein sequence	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: prettyplot79/5.0.0.1	prettyplot	Displays aligned sequences, with colouring and boxing	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: prettyseq80/5.0.0.1	prettyseq	Output sequence with translated ranges	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: primersearch81/5.0.0.1	primersearch	Searches DNA sequences for matches with primer pairs	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: revseq82/5.0.0	revseq	Reverse and complement a sequence	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqmatchall83/5.0.0.1	seqmatchall	All-against-all comparison of a set of sequences	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0	seqret	Reads and writes sequences	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: showfeat85/5.0.0.1	showfeat	Show features of a sequence	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: shuffleseq87/5.0.0.1	shuffleseq	Shuffles a set of sequences maintaining composition	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0.1	sigcleave	Reports protein signal cleavage sites	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sirna89/5.0.0	sirna	Finds siRNA duplexes in mRNA	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sixpack90/5.0.0.1	sixpack	Display a DNA sequence with 6-frame translation and ORFs	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: skipseq91/5.0.0.1	skipseq	Reads and writes sequences, skipping first few	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0.1	splitter	Split a sequence into (overlapping) smaller sequences	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0.1	supermatcher	Match large sequences against one or more other sequences	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: syco96/5.0.0.1	syco	Synonymous codon usage Gribskov statistic plot	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: tcode97/5.0.0.1	tcode	Fickett TESTCODE statistic to identify protein-coding DNA	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: textsearch98/5.0.0	textsearch	Search sequence documentation. Slow, use SRS and Entrez!	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: tmap99/5.0.0	tmap	Displays membrane spanning regions	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: tranalign100/5.0.0	tranalign	Align nucleic coding regions given the aligned proteins	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0	transeq	Translate nucleic acid sequences	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: trimest102/5.0.0.1	trimest	Trim poly-A tails off EST sequences	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: trimseq103/5.0.0.1	trimseq	Trim ambiguous bits off the ends of sequences	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: twofeat104/5.0.0.1	twofeat	Finds neighbouring pairs of features in sequences	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: union105/5.0.0	union	Reads sequence fragments and builds one sequence	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: vectorstrip106/5.0.0.1	vectorstrip	Strips out DNA between a pair of vector sequences	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: water107/5.0.0.1	water	Smith-Waterman local alignment	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wobble108/5.0.0.1	wobble	Wobble base plot	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordcount109/5.0.0.1	wordcount	Counts words of a specified size in a DNA sequence	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0.1	wordmatch	Finds all exact matches of a given size between 2 sequences	emboss	EMBOSS
toolshed.g2.bx.psu.edu/repos/ecology/ecoregion_brt_analysis/ecoregion_brt_analysis/0.1.2+galaxy0	BRT tool prediction	for species distribution modelling	ecoregionalization	Ecoregionalization
toolshed.g2.bx.psu.edu/repos/ecology/claraguess/ClaraGuess/0.1.2	Clara Estimate and Clustering	Environmental clustering using CLARA and BRT predictions	ecoregionalization	Ecoregionalization
toolshed.g2.bx.psu.edu/repos/ecology/ecoregion_clara_cluster/ecoregion_clara_cluster/0.1.2+galaxy0	ClaraClust	Make cluster from BRT prediction with Clara algorithm	ecoregionalization	Ecoregionalization
toolshed.g2.bx.psu.edu/repos/ecology/ecoregion_cluster_estimate/ecoregion_cluster_estimate/0.1.2+galaxy0	ClusterEstimate	Find an optimal number of cluster with SIH index	ecoregionalization	Ecoregionalization
toolshed.g2.bx.psu.edu/repos/ecology/ecoregion_eco_map/ecoregion_eco_map/0.1.2+galaxy0	EcoMap	Create map from cluster to visualize ecoregions	ecoregionalization	Ecoregionalization
toolshed.g2.bx.psu.edu/repos/ecology/ecoregion_geonearestneighbor/ecoregion_GeoNearestNeighbor/0.1.2+galaxy0	GeoNearestNeighbor	Merge two data tables by finding the closest points based on latitude and longitude coordinates (WGS84 projection).	ecoregionalization	Ecoregionalization
